seller_id,avg_review_score,avg_delivery_delay,total_revenue,order_count,on_time_rate,performance_score
0725b8c0f3f906e58f70cbe76b7c748c,3.641025641025641,-15.415801578822412,3024.5,16,82.05128205128204,70.75030991061529
0743a0239d764b9a0f959a57d07e36ab,4.75,-6.329782986111111,403.22,4,100.0,71.50633415039793
0747d5bb69f0586cc869d8af4c50f93e,3.8461538461538463,-15.794675925925926,504.24,12,92.3076923076923,70.96310193871167
0761743cbffb25d7148189e9f1a5f03a,4.285714285714286,-7.259859457671958,327.4,3,100.0,71.3533834586466
077c5fae4bea9500e3737b16f71b9d3a,4.666666666666667,-9.081753472222225,177.24,4,100.0,71.58730158730155
0791d9fc1e30678ecf03d3e55fa108d3,2.727272727272727,-17.577736742424243,1028.99,5,100.0,
079d295dcbf06ee8bb1b65ba964eb2b6,4.8,-9.841753472222225,540.09,5,100.0,71.6363636363636
07a9bc7f61396b658ddf3ac534efe44c,3.5,-4.515717592592592,270.98,1,100.0,70.5952380952381
07bf9669d84d1f11be443a9dd938f698,3.25,-18.39480999228395,2422.22,18,100.0,70.30555555555554
07de60b03d150fb3ea09eab5da5e4c8b,4.333333333333333,-11.927708333333332,889.0,9,88.88888888888889,71.38888888888889
07e8e8fc5222bb358e6f259da3197074,4.0,-5.764548611111111,74.86,2,100.0,71.11111111111111
08084d990eb3f53af056ccbc1730c8a7,4.454545454545454,-14.99122299382716,606.79,12,100.0,71.47186147186146
081acf3de680d554796c9cf041be7bc2,4.125,-17.373774594907406,1802.8,4,87.5,71.2228260869565
082e0bf4cb865a6533b1e8e498cc0255,3.3043478260869565,-17.015526368760064,3064.33,11,86.95652173913044,70.36999147485076
085f6f7e049c996695fb2074fe38d45e,3.625,-14.449039351851852,435.96,6,100.0,70.73302469135804
0885aaf116795758dfeb5f1032487bcd,4.241379310344827,-10.659317927841636,3072.1400000000003,27,96.55172413793105,71.3189655172414
0887a9f087bcd5d9f6642b52f897fc6c,4.416666666666667,-11.862310956790123,1862.35,12,91.66666666666666,71.44713261648741
08ad4ac1388e4420ca531c3edfc46198,2.7142857142857144,-11.376779100529102,310.67,6,100.0,
08d0949a9a17c027262db1f3c450c26c,3.5384615384615383,-11.114780092592593,609.45,12,100.0,70.63817663817665
08d1c9478fb0d7d7fcac9c0da4e82fc7,5.0,-12.253541666666669,605.5699999999999,1,100.0,70.00006140066127
08d2d642cf72b622b14dde1d2f5eb2f5,4.428571428571429,-11.025579805996474,1257.01,16,85.71428571428571,71.4550264550264
08f5819815f3d06545011850bd70f0a8,4.666666666666667,-14.61341049382716,522.83,3,100.0,71.58730158730155
091065b789659bc3cd9af9cb3a6253ff,3.5,-10.104918981481482,1444.37,2,100.0,70.5952380952381
0936e1837d0c79253456bbb2ffaaef10,5.0,-11.70991898148148,70.02,1,100.0,70.00006140066127
093805f8f2aeb63881444571e1f48f30,3.814814814814815,-10.041111111111112,1559.73,22,96.29629629629628,70.9316681022107
094ced053e257ae8cae57205592d6712,4.052631578947368,-14.94804763645224,1978.23,19,100.0,71.15914786967414
0951a6e282947e09cd47969f4ed0b47f,4.857142857142857,-7.330393518518519,580.32,7,100.0,71.57703631407428
099095b050cfe8eb1ddff5317587e96e,3.0526315789473686,-10.536827485380115,5705.93,16,84.21052631578947,70.06549707602338
09bad886111255c5b5030314fc7f1a4a,5.0,-3.648627314814815,560.36,5,100.0,70.00006140066127
0a198e95d32b1be2da9424c962a6ebfa,5.0,-3.4454050925925928,86.66999999999999,1,100.0,70.00006140066127
0a82f5fb06a4fe4ac2cf7cb412ec71b8,5.0,-9.189409722222225,484.8,2,100.0,70.00006140066127
0a85ebe4e328db81ac9109781205e2f7,4.583333333333333,-7.655358796296295,805.65,12,91.66666666666666,71.54693486590035
0aa2205ca24f113f4658a5c536667426,2.8181818181818183,-13.369831649831651,988.1,4,100.0,
0ac4201fda2c68ebc0e47cb9423cf3c9,4.333333333333333,-11.340961419753086,1966.65,13,93.33333333333331,71.38888888888889
0ad80de75c811326389cfb1daba7d45e,5.0,-11.758626543209877,1564.72,6,100.0,70.00006140066127
0ade5cc4a305ed7093a23f68ca47519c,5.0,-20.133894675925923,201.27,2,100.0,70.00006140066127
0af2ab31141893d26aca5a404a537dab,5.0,-5.24761574074074,74.51,1,100.0,70.00006140066127
0af977692321d895349eded183341d28,4.5,-7.558622685185185,277.22,2,100.0,71.49999999999997
0afccdb8a34ee5c79f7c06faf2b4d56e,4.086956521739131,-9.689338348765432,1557.09,24,91.66666666666666,71.18970365563483
0b0ddbc7b9d9584f442c7ac92b0ff6c9,4.666666666666667,-17.139070216049383,1550.64,3,100.0,71.58730158730155
0b18d63d0cd1d723567903fd34a07df2,4.785714285714286,-15.03648726851852,1944.03,9,100.0,71.63210445468509
0b1ca3ef18a63d7eb0c8897fa0849c08,5.0,-5.282650462962963,62.87,1,100.0,70.00006140066127
0b36063d5818f81ccb94b54adfaebbf5,5.0,-20.549884259259255,783.0,1,100.0,70.00006140066127
0b3f27369a4d8df98f7eb91077e438ac,3.6666666666666665,-8.782337962962963,283.09000000000003,2,100.0,70.77777777777779
0b46f784306be7200ca1700aa55d819f,5.0,-14.397592592592591,30.86,1,100.0,70.00006140066127
0b64bcdb0784abc139af04077d49a20e,4.75,-17.217757523148148,205.81,4,100.0,71.62037037037034
0bb27263628258b8111a0262769fa9db,5.0,-16.593923611111112,33.16,1,100.0,70.00006140066127
0bb738e4d789e63e2267697c42d35a2d,4.620689655172414,-13.37479046934866,2571.1000000000004,28,96.55172413793105,71.56588372480424
0bebbb2cea103a4a020c95d43fd7d754,4.888888888888889,-9.713931327160491,1514.34,9,100.0,71.65692007797267
0bf0150d5b9d60d9cd2906003332f085,3.711864406779661,-6.5282190860215055,6872.34,39,80.64516129032258,70.82561593569808
0bfd0b434243adc5c2e1aa6baf19c6aa,3.6666666666666665,-19.80938271604938,436.99,6,100.0,70.77777777777779
0c7f30ae9b147eca07affbef92832a6a,5.0,-16.200020833333333,567.11,5,100.0,70.00006140066127
0cab2da43793a6f3c5ed8514c5f54627,5.0,-20.467916666666667,366.9,3,100.0,70.00006140066127
0cbcee27c791afa0cdcb08587a2013a8,3.925,-14.630214988425925,5991.19,38,90.0,71.04031165311649
0d33a55da925bbf1ff02af5f6059fc7f,4.52,-11.329675925925926,970.25,22,96.0,71.51182795698922
0d4c8269e7f0401201794deef160edd6,4.0,-5.3515422453703705,892.03,3,100.0,71.11111111111111
0ddefe3c7a032b91f4e25b9c3a08fca1,4.5,-7.943556712962963,552.9,9,100.0,71.49999999999997
0e44d110fa6a54e121cb2c095a77762f,4.333333333333333,-6.673611111111111,293.38,6,83.33333333333334,71.38888888888889
0e72c1a751b496722a6cb1f10653b62a,4.666666666666667,-11.699143518518518,192.1,3,100.0,71.58730158730155
0e982cff76cc0579f632cea8a0e38c9d,4.142857142857143,-11.501340939153438,1081.16,6,100.0,71.23809523809523
0eaa7e33d73809f1f925f7d07c506cbd,4.714285714285714,-14.114783179012344,1746.9,15,100.0,71.60714285714282
0ebd97a106433a45a4aebe57c1799778,4.5,-16.45788773148148,3661.68,31,100.0,71.49999999999997
0ec28cec4046a4a199b6de9b4c891d97,5.0,-5.83886863425926,352.64,3,100.0,70.00006140066127
0ee4fb99ac55ffbbc98795aa01b7f8fa,5.0,-14.679085648148147,70.92999999999999,1,100.0,70.00006140066127
0f7eea709efdf942b5f95c7516dbacd7,4.0,-19.538587962962964,240.06,3,100.0,71.11111111111111
0f80a40c312b2472dca482cf50f5186f,3.0,-16.20837962962963,150.0,1,100.0,70.00983825245952
0f94588695d71662beec8d883ffacf09,5.0,-11.65667824074074,27.59,1,100.0,70.00006140066127
0fe2d9733ed841eb064503920015a8c0,4.666666666666667,-12.552743055555554,498.35,3,100.0,71.58730158730155
0ff83046c3fa22efee8ecf291888b191,4.818181818181818,-16.533074494949496,1023.38,10,100.0,71.64141414141412
0ffa40d54288e4f3499b8780dd0f144f,4.4,-11.451326388888887,2746.47,33,85.71428571428571,71.43589743589745
10076e5788b8ee532724bcd460baf762,4.615384615384615,-11.516909277065528,1198.78,23,96.15384615384616,71.56327543424317
10089e9f2fd0c668a8fd4e52e1698888,4.333333333333333,-16.142033179012344,1199.31,3,100.0,71.38888888888889
101a3a003516bc11253298b2fad3cb65,4.833333333333333,-7.08955825617284,524.0,5,100.0,71.56156756345612
10264f60a8f0a4d2f30810f5c661c673,5.0,-7.955245949074074,326.46000000000004,4,100.0,70.00006140066127
10cdd491d1dbea8fb4ead97b19c334ce,5.0,-17.32085262345679,287.76,3,100.0,70.00006140066127
10ff823eda2b032e2c93d17a7d294736,4.25,-13.587378472222222,1292.86,8,100.0,71.32575757575754
112453736dbe3889cfb74e1aaa0ba0c1,4.071428571428571,-7.468445767195767,2154.77,7,100.0,71.17595818815334
11305281b50fff20ae8bb473f8e11876,4.35,-12.038045138888888,7973.21,35,87.5,71.40094339622637
113e3a788b935f48aad63e1c41dac1bd,4.404255319148936,-14.964520399305556,1533.95,39,95.83333333333334,71.43878618765254
11742f81550ac064cc9a40f67151d9ad,5.0,-4.203096064814815,831.01,2,100.0,70.00006140066127
117cfc326c6d50da67ca858ff5c0c852,4.6,-8.429453703703704,536.08,5,100.0,71.55555555555551
11938fcc75f6902fea1d0a6f72b54a57,3.0,-20.20418402777777,737.1400000000001,2,100.0,70.00983825245952
119c7f1a00ef43fad0e57604e76a747c,4.5,-6.046383101851852,206.82,2,100.0,71.48339954600961
119d1aef1b4144adba89163f6cd9f5d4,4.75,-11.337977430555556,1298.24,4,100.0,71.62037037037034
11d4c477d09821164bca4f70a2eae031,5.0,-11.74711226851852,140.86,3,100.0,70.00006140066127
11eac105f3f90a9b87b19c89d91e24f3,3.6,-13.247516203703702,927.83,5,100.0,70.70588235294119
11fb6f6d341adbe19e81733701704635,5.0,-6.647939814814815,1596.66,3,100.0,70.00006140066127
120476eb7a04c149d14772edaf5d9bf2,3.8333333333333335,-12.858169367283953,2519.63,4,100.0,70.95029239766082
128f9bfbe4c7d5185033914b1de3d39a,4.8,-12.82500077160494,1519.37,13,93.33333333333331,71.6363636363636
131fcb0a0c9a47bba4474aacff0f14b7,4.0,-7.159372106481482,406.41,4,100.0,71.11111111111111
134285d1f41da5c13a756ee8142c8a4e,2.75,-9.952960069444444,1653.6299999999997,3,100.0,
134a288e7de827ec5ec62e3ec9c3a295,4.777777777777778,-10.1541975308642,1004.0,9,100.0,71.6296296296296
134b867a0f7f8bbe6abf10f91874891e,4.0,-18.14679398148148,922.84,1,100.0,71.11111111111111
13511db12ac61e2f89c53b72a944a60b,3.5,-12.1852449845679,1063.97,6,83.33333333333334,70.5952380952381
1354d51653f645349064725ed204e85e,3.7142857142857135,-17.36230048500882,2869.59,18,95.23809523809524,70.82815734989644
139157dd4daa45c25b0807ffff348363,4.0,-12.320752314814817,37.68,1,100.0,71.11111111111111
13c2ed7698b3ca92dad49e849219da59,4.444444444444445,-9.191786265432098,653.29,8,100.0,71.46537842190016
13d058e4eeac2ce8217660b2f8a05812,4.181818181818182,-9.519669086700336,4647.37,22,86.36363636363636,71.27077223851418
13f57c12a00ed4610db646b913a7f5c6,4.769230769230769,-7.975600961538461,821.15,7,84.61538461538461,71.61317231348482
141440cad9341e553f8401c574a2aa38,4.166666666666667,-20.635255594135803,1579.0,11,100.0,71.25816993464046
1430239a858e7682bbc43b20758af153,4.0,-10.061346275252523,888.64,17,100.0,71.11111111111111
1464afc72f696af775557a821c2e253f,4.166666666666667,-12.006940200617285,1513.78,29,96.66666666666669,71.25816993464046
14a08204d03bb6b6bde8029f801ae0eb,3.8157894736842106,-15.0787777168616,2779.1,28,100.0,70.93265187762792
14d7985702e72162bbf13b6beb74ab2b,4.342105263157895,-7.977769554093567,4441.0,37,86.8421052631579,71.3952579468473
14ee35374a7876217954b5fa08e50463,4.333333333333333,-7.119226466049383,923.05,6,83.33333333333334,71.38888888888889
152ee17e4c8aaf53dac99f3462e4999b,4.333333333333333,-13.563597608024692,404.93,6,100.0,71.38888888888889
157c3e4b42f81ac4a44e8b1ca2fe9876,3.967741935483871,-12.310325567502987,3131.82,23,93.5483870967742,71.08098833218942
1588ac4010787100dddef64568f0ae35,3.0,-8.147862654320988,645.97,3,100.0,70.00983825245952
15aac934c58d886785ac1b17953ea898,4.115384615384615,-6.839229433760684,5019.6,25,84.61538461538461,71.21452991452992
15cd6eefe58588619aaed41dfa6621b1,4.333333333333333,-10.33813978909465,2188.86,16,94.44444444444444,71.38888888888889
15fa791d5e017f66402dc28c44480657,4.25,-7.887003761574074,1983.29,8,87.5,71.32575757575754
160851d3ece7aa1a510f8d1a4bb8a8af,5.0,-12.36245949074074,141.14999999999998,2,100.0,70.00006140066127
160e4f13fd3a64b1b86807be88b5ffb0,4.25,-14.590185185185184,980.45,4,100.0,71.32575757575754
164a5a8794e6d42e14f55e447b12a3bc,5.0,-18.11684027777778,136.76,1,100.0,70.00006140066127
165b1235e9e9942cb5fae67103576fb0,4.3125,-7.542097077546296,2489.8,11,93.75,71.37354651162788
1660ad786c27fd935378b6192a90b417,4.615384615384615,-9.997476851851852,1818.28,12,92.3076923076923,71.56327543424317
166e8f1381e09651983c38b1f6f91c11,5.0,-7.722372685185185,109.0,2,100.0,70.00006140066127
167fd940acebc789debd6eb418c46e38,3.0,-8.025578703703705,1178.48,5,80.0,70.00983825245952
1690cada046eb7e92c12f98b1f8a8167,4.9,-13.46158101851852,1992.91,10,90.0,71.65873015873014
16bdc8cefd0e32a6f0824d296c5ad14a,5.0,-11.33420138888889,61.08,1,100.0,70.00006140066127
1703bc09972dab9782e7a9194943b69f,5.0,-17.13019675925926,356.11,1,100.0,70.00006140066127
1710c3aaa9c6b44ec3883ee0fe300e21,5.0,-8.234936342592592,1226.55,2,100.0,70.00006140066127
17306570e772e7718c92a562d33f5f1d,3.7666666666666666,-9.39187924382716,9415.91,27,93.33333333333331,70.88258877434141
173d56ffbd4c56cb80fc3615487d712b,5.0,-16.248275462962965,397.61,2,100.0,70.00006140066127
1746c1ae87ac63d530c7c943d0ac42e2,5.0,-3.058773148148148,252.35,1,100.0,70.00006140066127
1771297ac436903d1dd6b0e9279aa505,4.628571428571429,-15.370886059670784,3466.4300000000003,28,97.2222222222222,71.56970740103267
1782ce2db72c3dda627d5e7c898104e1,4.3,-1.2369733796296292,2218.17,9,90.0,70.94855167440394
17908cf9b444ee34047cadd5c0f4a516,4.545454545454546,-11.186450968013467,2495.41,11,90.9090909090909,71.52637485970816
17998cf586426bf0f2c3726cb0a4b211,4.0,-21.735364583333336,115.52,2,100.0,71.11111111111111
179d859f51292aac5c10806a356f7af9,4.315789473684211,-9.134731968810916,800.27,18,84.21052631578947,71.375988992088
180c3376aff0e43dd5788709df48a843,4.7,-5.81378125,4722.97,5,90.0,71.46369195571285
184725737946a1a938bbbd1a9e978103,4.666666666666667,-2.035513117283951,403.5700000000001,3,100.0,71.05283916443176
184a67a8f9f63234d3a92340bbdb727f,3.8181818181818175,-20.321804503367,493.37,7,100.0,70.93506493506497
189ca3538ce9f920cacf0f982cbe223b,3.8,-9.19514351851852,481.67,4,100.0,70.91666666666663
18e694e0e48ed6f7aa3f24aade5fd697,4.676470588235294,-12.710398624727668,1205.77,31,97.05882352941175,71.59158600148919
1927cdb9fa74f5270097f6250e8e8f34,5.0,-8.212916666666667,178.92000000000002,1,100.0,70.00006140066127
1961c3e1272bfeceb05d0b78b5bbfdaf,4.666666666666667,-4.936435185185186,696.01,2,100.0,71.38268380330781
1987cd4be10fe09ee50454f9c354d1c6,4.25,-13.458918547453704,3135.23,14,93.75,71.32575757575754
198c7ea11960a9844b544d9bcdca860c,3.88,-10.203111111111111,2225.38,25,88.0,70.99658119658123
1996942dc085d7773ba77a529b163cd0,4.222222222222222,-17.953494084362138,2568.8,9,100.0,71.30370370370372
19d62d484cba71963c93f0f00ab42013,4.0,-7.352303240740741,162.59,1,100.0,71.11111111111111
19e0f40a907ec568c34bfac15de4f4a1,5.0,-12.439722222222224,219.62,4,100.0,70.00006140066127
1a8e2d9c38b84a9702ac7922924b0573,5.0,-14.947430555555556,97.0,1,100.0,70.00006140066127
1a932caad4f9d804097d7f8e615baed1,3.566666666666667,-11.362547453703703,5701.45,20,86.66666666666667,70.66936353829563
1acde099eb406aa220b1169b188b42da,4.3,-7.36241087962963,458.5,9,100.0,71.36419753086416
1b0b0f4f95e962d6f32fe90c759d0479,5.0,-8.99924189814815,163.17000000000002,2,100.0,70.00006140066127
1b1ae47a313a825a7ccceb8e2e30fa9d,4.222222222222222,-13.567356481481482,2413.37,10,100.0,71.30370370370372
1b45169b635ef59425637e9a33eb5fb3,4.625,-18.99566695601852,419.35,7,100.0,71.56798245614033
1b61fb1f0f2185d89e9a126c498e9cc7,5.0,-13.338900462962965,65.81,1,100.0,70.00006140066127
1b7e5006cb25dd23ce8686691013b121,4.363636363636363,-5.683180765993265,2785.96,11,81.81818181818183,71.41065830721001
1b8b75e227c9a9c100d0c210fb6176ce,3.933333333333333,-18.92837114197531,1648.49,15,93.33333333333331,71.04830917874393
1b938a7ec6ac5061a66a3766e0e75f90,4.451612903225806,-13.996537858422938,4719.45,29,96.7741935483871,71.46998775010204
1bb3812d5f0747a3ab7348f199001a10,4.888888888888889,-19.353514660493826,1049.57,9,100.0,71.65692007797267
1bc2e21de46adfea6b98cc96b00f3b40,3.6,-4.660277777777777,1142.55,3,100.0,70.70588235294119
1c40343cc5d18c2d8248ac2f3366de34,4.545454545454546,-11.306247895622896,2839.42,21,90.9090909090909,71.52637485970816
1c56ffe0e9dea2657fc6e95b53f40b13,4.333333333333333,-8.654961419753088,267.39,3,100.0,71.38888888888889
1c5e4e49b9079480255b49d50aac1aa9,4.333333333333333,-11.531357060185185,11062.72,12,100.0,71.38888888888889
1c742ac33582852aaf3bcfbf5893abcf,5.0,-19.310625,113.69,1,100.0,70.00006140066127
1c83418358f249c9d6affa52d579db0e,5.0,-22.522997685185185,39.42,1,100.0,70.00006140066127
1caf283236cd69af44cbc09a0a1e7d32,4.54054054054054,-10.6803734984985,1530.25,33,89.1891891891892,71.52361152361149
1cbcd2ee0afb3fc09963b87eb65e7e4f,5.0,-12.212650462962962,130.64999999999998,1,100.0,70.00006140066127
1cbd32d00d01bb8087a5eb088612fd9c,4.25,-9.504101080246912,1289.53,11,91.66666666666666,71.32575757575754
1cbd50a8c52e6cf8e315c5709fab386f,3.7777777777777777,-12.062681327160496,1006.66,9,88.88888888888889,70.89399744572155
1cbdc7cf130a41fd13a3c2a7d2fcfda7,5.0,-12.850619212962965,225.61,2,100.0,70.00006140066127
1cd9e0cc1839d55516843def5600816d,5.0,-9.396141203703705,926.72,5,100.0,70.00006140066127
1d0646a72178a6fb37ee8082140e06ec,5.0,-6.654791666666666,97.62,2,100.0,70.00006140066127
1d139e3a3b14025640d8df1b230aace0,3.5,-19.69909722222222,71.18,2,100.0,70.5952380952381
1d2732ef8321502ee8488e8bed1ab8cd,3.2,-6.033747685185185,1228.1799999999998,4,80.0,70.24561403508771
1d29dfba02015238dfbe2449a5eaa361,4.5,-8.706571180555555,789.92,12,91.66666666666666,71.49999999999997
1d503743d2526f03f0c2c89540ee008c,4.235294117647059,-8.82068491285403,720.53,12,94.11764705882352,71.31414267834793
1d953075c2f0dd990bacf27b83b330f1,5.0,-23.23414351851852,78.32,1,100.0,70.00006140066127
1dc2de47ee26a0a5b12dc14fd6dc0dea,4.518518518518518,-8.222050325788752,2287.5,25,88.88888888888889,71.5109637000184
1dcfa3835714681d4ba4a93bc1e0fd41,4.076923076923077,-14.75996197089947,1483.48,12,100.0,71.18083670715248
1dd33b8119b3cb1056ed5dc88cd0aaf4,3.75,-15.002196180555556,1641.74,8,87.5,70.86538461538463
1de62b6f2fd96227629786db492433db,5.0,-14.601319444444444,237.53,2,100.0,70.00006140066127
1e26c56af8d48424e1df0140a2401f83,5.0,-15.580636574074074,292.39,2,100.0,70.00006140066127
1e47defeeadeca0e9a18fa5a9311e735,5.0,-11.723958333333334,291.62,3,100.0,70.00006140066127
1e483cc5c76fef08d3ca05f9a8af7d01,4.4,-10.388074074074074,268.37,9,100.0,71.43589743589745
1e8c6a4c538f286aee9573239740a4b4,3.8,-13.413328703703703,446.82,5,100.0,70.91666666666663
1e9d5a33694bddb76316fd1f54734d20,4.5,-7.723489583333333,468.94,2,100.0,71.49999999999997
1f7fd2a6fcd5a6fa5d8a4dabc72aaae0,5.0,-15.922824074074072,632.68,3,100.0,70.00006140066127
1f867308a0ce13133a4e639ff4de0c02,4.538461538461538,-16.938086716524218,1084.92,7,100.0,71.52243589743584
1fdc574883ef3b33ad41562d93f3a74a,4.444444444444445,-10.745678369341563,4524.27,18,94.44444444444444,71.46537842190016
1fe5540d7c1c37a595fefbacd5570d9e,4.28,-13.707875925925926,5118.75,20,96.0,71.34901960784309
1fe61aa5494bd3ae92a2c13e067c810f,4.0,-16.50079861111111,638.5799999999999,1,100.0,71.11111111111111
2009a095de2a2a41626f6c6d7722678d,3.9166666666666665,-11.00682002314815,582.43,8,100.0,71.03228228228228
2039c5e51785b5dde7cf93ccb3b7be2c,5.0,-7.188472222222222,173.68,1,100.0,70.00006140066127
204b4e07bddef3c9b317f70189135b22,5.0,-10.083055555555555,88.13000000000001,1,100.0,70.00006140066127
2059c39f76271d4ca3f15b5ffaccc8b8,4.5,-12.75741512345679,791.29,12,100.0,71.49999999999997
20611af7866c6068fd5ae1f9dbe15c92,4.5,-12.851203703703703,334.3,2,100.0,71.49999999999997
2075d8cd4dd63ff12df0749a5866bb06,5.0,-6.508051697530864,242.23,3,100.0,70.00006140066127
20a7efa9721046319bdde5d60b6b5365,5.0,-15.660233410493827,596.59,3,100.0,70.00006140066127
20a8b0dc55da94fe74d112082427c84f,4.285714285714286,-3.8480555555555553,531.38,7,85.71428571428571,71.26905236330572
20cb7c2fde3e5bf10f0bbe7394e1c6a9,3.9,-12.166233101851851,1625.15,31,90.0,71.01612903225809
2156f2671501a81034d7d07f217609d0,4.0,-5.810611221340388,3302.99,21,85.71428571428571,71.11111111111111
217f005bb37ff3aeef5b2ae1788e75ba,4.666666666666667,-9.057037037037036,119.22,2,100.0,71.58730158730155
218f991754f360af9c2daa5e0b8e990c,3.5294117647058822,-6.675379901960785,3819.54,14,88.23529411764706,70.62811565304088
2199e7fe213c16213bf5d6a7eadc9a5d,4.4,-12.57404513888889,4309.1,24,96.66666666666669,71.43589743589745
21c62b998a043ebe31161d38f84929fc,4.5,-15.42056712962963,841.33,4,100.0,71.49999999999997
21d59342ba150175ca2aa4f8faddeca6,4.5,-17.836394675925927,334.29,2,100.0,71.49999999999997
21e83881401b92b49fb09a16d3852291,4.769230769230769,-12.551185897435897,3606.09,12,100.0,71.62687886825816
2235cf78d3e2073a88146a9cb60f0dd0,5.0,-10.984675925925924,204.76,1,100.0,70.00006140066127
226b05fe067266c59c15dae208213d06,4.181818181818182,-13.165035774410772,1245.58,10,100.0,71.27077223851418
228e4c1a0be164f613d41c24345f9d2c,5.0,-19.43416203703704,769.44,5,100.0,70.00006140066127
